airport,all_airports,state,country,city,type,iata_code,city_code,longitude,latitude,time_zone,gmt_offset,mileage_region,region
Seghe,N,,Solomon Islands,Sege,airport,EGM,EGM,157.875556,-8.5786111,Pacific/Guadalcanal,GMT+11:00,Australia New Zealand & South Pacific,AU
Seattle/Tacoma Sea/Tac,N,WA,United States,Seattle,airport,SEA,SEA,-122.30944,47.4488889,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Seattle Lake Union SPB,N,WA,United States,Seattle,airport,LKE,SEA,-122.33167,47.6333333,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Seattle Boeing Fld-King Co Int,N,WA,United States,Seattle,airport,BFI,SEA,-122.30194,47.53,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Seal Bay Sea Plane Base,N,AK,United States,Seal Bay,airport,SYB,SYB,-152.20722,58.3669444,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Scranton International,N,PA,United States,Wilkes-Barre,airport,AVP,AVP,-75.723333,41.3386111,America/New_York,GMT-5:00,Canada & Continental USA,US
Scottsbluff Western Nebraska Rgnl,N,NE,United States,Scottsbluff,airport,BFF,BFF,-103.59556,41.8741667,America/Denver,GMT-7:00,Canada & Continental USA,US
Schefferville,N,QC,Canada,Schefferville,airport,YKL,YKL,-66.805278,54.8052778,America/Montreal,GMT-5:00,Canada & Continental USA,US
Scammon Bay,N,AK,United States,Scammon Bay,airport,SCM,SCM,-165.57861,61.8455556,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Sayun,N,,Yemen,Seiyun,airport,GXF,GXF,48.7883333,15.9661111,Asia/Aden,GMT+3:00,Middle East & North Africa,ME
Savusavu,N,,Fiji,Savusavu,airport,SVU,SVU,179.338889,-16.799167,Pacific/Fiji,GMT+12:00,Australia New Zealand & South Pacific,AU
Savoonga,N,AK,United States,Savoonga,airport,SVA,SVA,-170.4925,63.6863889,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Savannakhet,N,,Laos,Savannakhet,airport,ZVK,ZVK,104.763889,16.5608333,Asia/Vientiane,GMT+7:00,Asia 2,AS
Savannah Hilton Hd Int'l,N,GA,United States,Savannah,airport,SAV,SAV,-81.202222,32.1275,America/New_York,GMT-5:00,Canada & Continental USA,US
Saurimo,N,,Angola,Saurimo,airport,VHC,VHC,20.4316667,-9.6891667,Africa/Luanda,GMT+1:00,"East, West & South Africa",AF
Saumlaki Olilit,N,,Indonesia,Saumlaki,airport,SXK,SXK,131305,-7.9880556,Asia/Jayapura,GMT+9:00,Asia 2,AS
Sault Sainte Marie Chippewa,N,MI,United States,Sault Sainte Marie,airport,CIU,SSM,-84.4725,46.2508333,America/New_York,GMT-5:00,Canada & Continental USA,US
Sault Sainte Marie,N,ON,Canada,Sault Sainte Marie,airport,YAM,YAM,-84.509444,46485,America/Montreal,GMT-5:00,Canada & Continental USA,US
Satu Mare,N,,Romania,Satu Mare,airport,SUJ,SUJ,22.8858333,47.7033333,Europe/Bucharest,GMT+2:00,Europe 2,EU
Saskylakh,N,,Russia,Saskylakh,airport,SYS,SYS,114.08,71.9277778,Asia/Yakutsk,GMT+10:00,Europe 2,EU
Saskatoon J.G. Diefenbaker International,N,SK,Canada,Saskatoon,airport,YXE,YXE,-106.69972,52.1708333,America/Regina,GMT-6:00,Canada & Continental USA,US
Sarnia Chris Hadfield,N,ON,Canada,Sarnia,airport,YZR,YZR,-82.308889,42.9994444,America/Montreal,GMT-5:00,Canada & Continental USA,US
Sari Dasht-e-Naz,N,,Iran,Sary,airport,SRY,SRY,53.1936111,36.6358333,Asia/Tehran,GMT+3:30,Middle East & North Africa,ME
Saravena Los Colonizadores,N,,Colombia,Saravena,airport,RVE,RVE,-71.857222,6.95194444,America/Bogota,GMT-5:00,Northern South America,SA
Saratov Tsentralny,N,,Russia,Saratov,airport,RTW,RTW,46.0466667,51565,Europe/Moscow,GMT+4:00,Europe 2,EU
Sarasota Bradenton,N,FL,United States,Sarasota/Bradenton,airport,SRQ,SRQ,-82.554444,27.3955556,America/New_York,GMT-5:00,Canada & Continental USA,US
Saransk,N,,Russia,Saransk,airport,SKX,SKX,45.2133333,54.1258333,Europe/Moscow,GMT+4:00,Europe 2,EU
Saranac Lake Adirondack,N,NY,United States,Saranac Lake,airport,SLK,SLK,-74.206111,44.3852778,America/New_York,GMT-5:00,Canada & Continental USA,US
Sarajevo International,N,,Bosnia-Herzegovina,Sarajevo,airport,SJJ,SJJ,18.3313889,43.8247222,Europe/Sarajevo,GMT+1:00,Europe 2,EU
Sara,N,,Vanuatu,Sara,airport,SSR,SSR,168.1525,-15.470833,Pacific/Efate,GMT+11:00,Australia New Zealand & South Pacific,AU
Sapporo New Chitose,N,,Japan,Sapporo,airport,CTS,SPK,141.692222,42.7752778,Asia/Tokyo,GMT+9:00,Asia 1,AS
Sao Vicente Island Sao Pedro,N,,Cape Verde,Sao Vicente,airport,VXE,VXE,-25.054722,16.8336111,Atlantic/Cape_Verde,GMT-1:00,"East, West & South Africa",AF
Sao Tome International,N,,Sao Tome and Principe,Sao Tome Island,airport,TMS,TMS,6.71222222,0.37805556,Africa/Sao_Tome,GMT0:00,"East, West & South Africa",AF
Sao Paulo Viracopos-Campinas Int,N,,Brazil,Sao Paulo,airport,VCP,SAO,-47.134722,-23.008056,America/Sao_Paulo,GMT-3:00,Southern South America,SA
Sao Paulo Guarulhos International,N,,Brazil,Sao Paulo,airport,GRU,SAO,-46.469444,-23.431944,America/Sao_Paulo,GMT-3:00,Southern South America,SA
Sao Paulo Congonhas,N,,Brazil,Sao Paulo,airport,CGH,SAO,-46.658056,-23.626667,America/Sao_Paulo,GMT-3:00,Southern South America,SA
Sao Nicolau Island Preguica,N,,Cape Verde,Sao Nicolau,airport,SNE,SNE,-24.284167,16.5886111,Atlantic/Cape_Verde,GMT-1:00,"East, West & South Africa",AF
Sao Luis Cunha Machado International,N,,Brazil,Sao Luiz,airport,SLZ,SLZ,-44.234167,-2.5852778,America/Belem,GMT-3:00,Southern South America,SA
Sao Jose dos Campos U.E. Stumpf International,N,,Brazil,Sao Jose Dos Campos,airport,SJK,SJK,-45.862778,-23.228056,America/Sao_Paulo,GMT-3:00,Southern South America,SA
Sao Jose do Rio Preto Eribelto Manoel Reino,N,,Brazil,Sao Jose do Rio Preto,airport,SJP,SJP,-49.406389,-20.816667,America/Sao_Paulo,GMT-3:00,Southern South America,SA
Sao Jorge Island,N,,Portugal,Sao Jorge Island,airport,SJZ,SJZ,-28.175833,38.6655556,Atlantic/Azores,GMT-1:00,Europe 1,EU
Sao Gabriel Cachoeira,N,,Brazil,Sao Gabriel,airport,SJL,SJL,-66.986667,-0.1497222,America/Manaus,GMT-4:00,Southern South America,SA
Sao Filipe,N,,Cape Verde,Sao Filipe,airport,SFL,SFL,-24.481944,14.8866667,Atlantic/Cape_Verde,GMT-1:00,"East, West & South Africa",AF
Sao Carlos Mario Pereira Lopes,N,,Brazil,Sao Carlos Off-Line Pt,airport,QSC,QSC,-47.904167,-21.876944,America/Sao_Paulo,GMT-3:00,Southern South America,SA
Sanya Phoenix International,N,,China,Sanya,airport,SYX,SYX,109.412222,18.3027778,Asia/Shanghai,GMT+8:00,Asia 1,AS
Santo Domingo Las Americas International,N,,Dominican Republic,Santo Domingo,airport,SDQ,SDQ,-69.668889,18.4297222,America/Santo_Domingo,GMT-4:00,Caribbean & Central America,CB
Santo Domingo Dr.Joaquin Balaguer,N,,Dominican Republic,Santo Domingo,airport,JBQ,SDQ,-69.985556,18.5722222,America/Santo_Domingo,GMT-4:00,Caribbean & Central America,CB
Santo Domingo Buenaventura Vivas,N,,Venezuela,Santo Domingo,airport,STD,STD,-72035,7565,America/Caracas,GMT-4:30,Northern South America,SA
Santiago del Estero A. de la Paz Aragonez,N,,Argentina,Santiago del Estero,airport,SDE,SDE,-64.31,-27.765556,America/Argentina/Buenos_Aires,GMT-3:00,Southern South America,SA
Santiago de Cuba Antonio Maceo International,N,,Cuba,Santiago,airport,SCU,SCU,-75.835278,19.9697222,America/Havana,GMT-5:00,Caribbean & Central America,CB
Santiago de Compostela,N,,Spain,Santiago de Compostela,airport,SCQ,SCQ,-8.4152778,42.8963889,Europe/Madrid,GMT+1:00,Europe 1,EU
Santiago Cibao International,N,,Dominican Republic,Santiago,airport,STI,STI,-70.604722,19.4061111,America/Santo_Domingo,GMT-4:00,Caribbean & Central America,CB
Santiago Arturo Merino Benitez,N,,Chile,Santiago,airport,SCL,SCL,-70.785833,-33.393056,America/Santiago,GMT-4:00,Southern South America,SA
Santarem Maestro Wilson Fonseca,N,,Brazil,Santarem,airport,STM,STM,-54.792778,-2.4225,America/Belem,GMT-3:00,Southern South America,SA
Santander,N,,Spain,Santander,airport,SDR,SDR,-3.82,43.4269444,Europe/Madrid,GMT+1:00,Europe 1,EU
Santa Rosa International,N,,Ecuador,Santa Rosa,airport,ETR,ETR,-79.978056,-3.4352778,America/Guayaquil,GMT-5:00,Northern South America,SA
Santa Rosa Charles M. Schulz,N,CA,United States,Santa Rosa,airport,STS,STS,-122.81028,38.5105556,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Santa Rosa,N,,Argentina,Santa Rosa,airport,RSA,RSA,-64.275833,-36.588333,America/Argentina/Mendoza,GMT-3:00,Southern South America,SA
Santa Marta Simon Bolivar International,N,,Colombia,Santa Marta,airport,SMR,SMR,-74.230556,11.1197222,America/Bogota,GMT-5:00,Northern South America,SA
Santa Maria Public Apt,N,CA,United States,Santa Maria,airport,SMX,SMX,-120.4575,34.8988889,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Santa Maria Island,N,,Portugal,Santa Maria,airport,SMA,SMA,-25.171111,36.9738889,Atlantic/Azores,GMT-1:00,Europe 1,EU
Santa Maria,N,,Brazil,Santa Maria,airport,RIA,RIA,-53.688056,-29.711389,America/Sao_Paulo,GMT-3:00,Southern South America,SA
Santa Fe Sauce Viejo,N,,Argentina,Santa Fe,airport,SFN,SFN,-60.811389,-31.710833,America/Argentina/Buenos_Aires,GMT-3:00,Southern South America,SA
Santa Fe Municipal,N,NM,United States,Santa Fe,airport,SAF,SAF,-106.08333,35.6166667,America/Denver,GMT-7:00,Canada & Continental USA,US
Santa Cruz Viru Viru International,N,,Bolivia,Santa Cruz,airport,VVI,SRZ,-63.135278,-17.644722,America/La_Paz,GMT-4:00,Southern South America,SA
Santa Cruz Island,N,,Solomon Islands,Santa Cruz Island,airport,SCZ,SCZ,165.796389,-10.719722,Pacific/Guadalcanal,GMT+11:00,Australia New Zealand & South Pacific,AU
Santa Cruz El Trompillo,N,,Bolivia,Santa Cruz,airport,SRZ,SRZ,-63.177222,-17.803889,America/La_Paz,GMT-4:00,Southern South America,SA
Santa Cruz de la Palma,N,,Spain,Santa Cruz de la Palma,airport,SPC,SPC,-17.755556,28.6263889,Atlantic/Canary,GMT0:00,Europe 1,EU
Santa Cruz das Flores,N,,Portugal,Flores Island,airport,FLW,FLW,-31.131389,39.4552778,Atlantic/Azores,GMT-1:00,Europe 1,EU
Santa Clara Abel Santamaria,N,,Cuba,Santa Clara,airport,SNU,SNU,-79.943611,22.4922222,America/Havana,GMT-5:00,Caribbean & Central America,CB
Santa Barbara Municipal,N,CA,United States,Santa Barbara,airport,SBA,SBA,-119.84028,34.4261111,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Santa Ana John Wayne,N,CA,United States,Santa Ana,airport,SNA,SNA,-117.86833,33.6755556,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Santa Ana Island,N,,Solomon Islands,Santa Ana Island,airport,NNB,NNB,162.454167,-10.848333,Pacific/Guadalcanal,GMT+11:00,Australia New Zealand & South Pacific,AU
Sanliurfa Guney Anadolu Projesi,N,,Turkey,Sanliurfa,airport,GNY,SFQ,38.8469444,37.0944444,Europe/Istanbul,GMT+2:00,Europe 2,EU
Sanikiluaq,N,NU,Canada,Sanikiluaq,airport,YSK,YSK,-79.25,56.5369444,America/Montreal,GMT-5:00,Canada & Continental USA,US
Sandy Lake,N,ON,Canada,Sandy Lake,airport,ZSJ,ZSJ,-93.346389,53.0644444,America/Rainy_River,GMT-6:00,Canada & Continental USA,US
Sandspit,N,BC,Canada,Sandspit,airport,YZP,YZP,-131.81389,53.2544444,America/Vancouver,GMT-8:00,Canada & Continental USA,US
Sandnessjoen Stokka,N,,Norway,Sandnessjoen,airport,SSJ,SSJ,12.4688889,65.9569444,Europe/Oslo,GMT+1:00,Europe 1,EU
Sandefjord Torp,N,,Norway,Oslo,airport,TRF,OSL,10.2586111,59.1866667,Europe/Oslo,GMT+1:00,Europe 1,EU
Sanday,N,,United Kingdom,Sanday,airport,NDY,NDY,-2575,59.2502778,Europe/London,GMT0:00,Europe 1,EU
Sandane Anda,N,,Norway,Sandane,airport,SDN,SDN,6.1075,61.83,Europe/Oslo,GMT+1:00,Europe 1,EU
Sandakan,N,,Malaysia,Sandakan,airport,SDK,SDK,118.061111,5.90138889,Asia/Kuching,GMT+8:00,Asia 2,AS
Sand Point,N,AK,United States,Sand Point,airport,SDP,SDP,-160.52278,55315,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Sana'a International,N,,Yemen,Sanaa,airport,SAH,SAH,44.2197222,15.4763889,Asia/Aden,GMT+3:00,Middle East & North Africa,ME
San-Pedro,N,,Ivory Coast,San Pedro,airport,SPY,SPY,-6.6608333,4.74666667,Africa/Abidjan,GMT0:00,"East, West & South Africa",AF
San Vicente del Caguan Eduardo Falla Solano,N,,Colombia,San Vicente del Caguan,airport,SVI,SVI,-74.766389,2.15222222,America/Bogota,GMT-5:00,Northern South America,SA
San Tome,N,,Venezuela,San Tome,airport,SOM,SOM,-64.151111,8.94527778,America/Caracas,GMT-4:30,Northern South America,SA
San Sebastian La Gomera,N,,Spain,San Sebastian de la Gomera,airport,GMZ,GMZ,-17.214722,28.0297222,Atlantic/Canary,GMT0:00,Europe 1,EU
San Sebastian,N,,Spain,San Sebastian,airport,EAS,EAS,-1.7905556,43.3563889,Europe/Madrid,GMT+1:00,Europe 1,EU
San Salvador El Salvador International,N,,El Salvador,San Salvador,airport,SAL,SAL,-89.055833,13.4408333,America/El_Salvador,GMT-6:00,Caribbean & Central America,CB
San Salvador Cockburn Town,N,,Bahamas,San Salvador,airport,ZSA,ZSA,-74.523889,24.0633333,America/Nassau,GMT-5:00,Caribbean & Central America,CB
San Rafael,N,,Argentina,San Rafael,airport,AFA,AFA,-68.402778,-34.588611,America/Argentina/Mendoza,GMT-3:00,Southern South America,SA
San Pedro Sula Ramon V. Morales International,N,,Honduras,San Pedro Sula,airport,SAP,SAP,-87.923611,15.4527778,America/Tegucigalpa,GMT-6:00,Caribbean & Central America,CB
San Pedro,N,,Belize,San Pedro,airport,SPR,SPR,-87.966667,17.9166667,America/Belize,GMT-6:00,Caribbean & Central America,CB
San Martin de los Andes Chapelco,N,,Argentina,San Martin de los Andes,airport,CPC,CPC,-71.137222,-40.075278,America/Argentina/Mendoza,GMT-3:00,Southern South America,SA
San Luis Potosi Ponciano Arriaga International,N,,Mexico,San Luis Potosi,airport,SLP,SLP,-100.93083,22.2541667,America/Cancun,GMT-6:00,Mexico,CA
San Luis Obispo San Luis County Rgnl,N,CA,United States,San Luis Obispo,airport,SBP,SBP,-120.64194,35.2369444,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
San Luis D. Cesar Raul Ojeda,N,,Argentina,San Luis,airport,LUQ,LUQ,-66.356667,-33.272222,America/Argentina/San_Luis,GMT-3:00,Southern South America,SA
San Juan Luis Munoz Marin Int'l,N,PR,Puerto Rico,San Juan,airport,SJU,SJU,-66.001944,18.4394444,America/St_Thomas,GMT-4:00,Caribbean & Central America,CB
San Juan Domingo F. Sarmiento,N,,Argentina,San Juan,airport,UAQ,UAQ,-68.418333,-31.571389,America/Argentina/Mendoza,GMT-3:00,Southern South America,SA
San Juan  SPB,N,AK,United States,Uganik,airport,UGI,UGI,-153.33028,57.8402778,America/Anchorage,GMT-9:00,Canada & Continental USA,US
San Jose Tobias Bolanos International,N,,Costa Rica,San Jose,airport,SYQ,SJO,-84.139722,9.95722222,America/Costa_Rica,GMT-6:00,Caribbean & Central America,CB
San Jose Norman Y. Mineta International,N,CA,United States,San Jose,airport,SJC,SJC,-121.92889,37.3625,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
San Jose Juan Santamaria International,N,,Costa Rica,San Jose,airport,SJO,SJO,-84.208889,9.99388889,America/Costa_Rica,GMT-6:00,Caribbean & Central America,CB
San Jose Island,N,,Panama,San Jose Island,airport,SIC,SIC,-79.077778,8.26222222,America/Panama,GMT-5:00,Caribbean & Central America,CB
San Jose del Guaviare Jorge E. Gonzalez T.,N,,Colombia,San Jose del Guaviare,airport,SJE,SJE,-72.639444,2.57972222,America/Bogota,GMT-5:00,Northern South America,SA
San Jose del Cabo Los Cabos International,N,,Mexico,San Jose del Cabo/Cabo San Lucas,airport,SJD,SJD,-109.72111,23.1519444,America/Mazatlan,GMT-7:00,Mexico,CA
San Jose,N,,Philippines,San Jose,airport,SJI,SJI,121.046667,12.3613889,Asia/Manila,GMT+8:00,Asia 2,AS
San Ignacio Town Airstrip,N,,Belize,San Ignacia,airport,CYD,SQS,-89.106944,17105,America/Belize,GMT-6:00,Caribbean & Central America,CB
San Ignacio Matthew Spain,N,,Belize,San Ignacia,airport,SQS,SQS,-89.01,17.1861111,America/Belize,GMT-6:00,Caribbean & Central America,CB
San Francisco International,N,CA,United States,San Francisco,airport,SFO,SFO,-122.39167,37.6188889,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
San Fernando Apure Las Flecheras,N,,Venezuela,San Fernando de Apure,airport,SFD,SFD,-67.443889,7.88333333,America/Caracas,GMT-4:30,Northern South America,SA
San Felix Macagua,N,,Venezuela,San Felix,airport,SFX,SFX,-62.633333,8.35,America/Caracas,GMT-4:30,Northern South America,SA
San Felipe International,N,,Mexico,San Felipe,airport,SFH,SFH,-114.80861,30.9302778,America/Hermosillo,GMT-7:00,Mexico,CA
San Diego McClellan-Palomar,N,CA,United States,San Diego,airport,CLD,SAN,-117.28,33.1283333,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
San Diego Lindbergh Field,N,CA,United States,San Diego,airport,SAN,SAN,-117.18972,32.7336111,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
San Cristobal Paramillo,N,,Venezuela,San Cristobal,airport,SCI,SCI,-72.203056,7.8,America/Caracas,GMT-4:30,Northern South America,SA
San Cristobal Island San Cristobal,N,,Ecuador,San Cristobal,airport,SCY,SCY,-89.6175,-0.9102778,Pacific/Galapagos,GMT-6:00,Northern South America,SA
San Carlos Bariloche,N,,Argentina,San Carlos de Bariloche,airport,BRC,BRC,-71.157778,-41.151111,America/Argentina/Mendoza,GMT-3:00,Southern South America,SA
San Antonio International,N,TX,United States,San Antonio,airport,SAT,SAT,-98.469722,29.5336111,America/Chicago,GMT-6:00,Canada & Continental USA,US
San Angelo Regional ,N,TX,United States,San Angelo,airport,SJT,SJT,-100.49639,31.3577778,America/Chicago,GMT-6:00,Canada & Continental USA,US
San Andres Island Gustavo R. Pinilla Int,N,,Colombia,San Andres Island,airport,ADZ,ADZ,-81.711111,12.5836111,America/Bogota,GMT-5:00,Northern South America,SA
Samsun Carsamba,N,,Turkey,Samsun,airport,SZF,SZF,36.5672222,41.2544444,Europe/Istanbul,GMT+2:00,Europe 2,EU
Sampit H.Asan,N,,Indonesia,Sampit,airport,SMQ,SMQ,112975,-2.4991667,Asia/Jakarta,GMT+7:00,Asia 2,AS
Samburu Buffalo Spring,N,,Kenya,Samburu,airport,UAS,UAS,37.5333333,0.53333333,Africa/Nairobi,GMT+3:00,"East, West & South Africa",AF
Sambu,N,,Panama,Sambu,airport,SAX,SAX,-78.208611,8.02527778,America/Panama,GMT-5:00,Caribbean & Central America,CB
Sambava,N,,Madagascar,Sambava,airport,SVB,SVB,50.1747222,-14.278611,Indian/Antananarivo,GMT+3:00,"East, West & South Africa",AF
Samarkand International,N,,Uzbekistan,Samarkand,airport,SKD,SKD,66.9847222,39.7005556,Asia/Samarkand,GMT+5:00,Middle East & North Africa,ME
Samarinda Temindung,N,,Indonesia,Samarinda,airport,SRI,SRI,117.157222,-0.4844444,Asia/Makassar,GMT+8:00,Asia 2,AS
Samara Kurumoch,N,,Russia,Samara,airport,KUF,KUF,50.1516667,53.5038889,Europe/Samara,GMT+4:00,Europe 2,EU
Samana El Catey International,N,,Dominican Republic,Samana,airport,AZS,AZS,-69.429722,19.1986111,America/Santo_Domingo,GMT-4:00,Caribbean & Central America,CB
Salzburg W.A. Mozart,N,,Austria,Salzburg,airport,SZG,SZG,13.0044444,47.7933333,Europe/Vienna,GMT+1:00,Europe 1,EU
Salvador Luis E. Magalhaes International,N,,Brazil,Salvador,airport,SSA,SSA,-38.331111,-12.911111,America/Belem,GMT-3:00,Southern South America,SA
Saltillo Plan de Guadalupe International,N,,Mexico,Saltillo,airport,SLW,SLW,-100.92833,25.5438889,America/Cancun,GMT-6:00,Mexico,CA
Salta Martin M. de Guemes,N,,Argentina,Salta,airport,SLA,SLA,-65.486944,-24.859722,America/Argentina/Mendoza,GMT-3:00,Southern South America,SA
Salt Lake City International,N,UT,United States,Salt Lake City,airport,SLC,SLC,-111.97778,40.7883333,America/Denver,GMT-7:00,Canada & Continental USA,US
Salt Cay,N,,Turks and Caicos Islands,Salt Cay,airport,SLX,SLX,-71.200556,21.3358333,America/Grand_Turk,GMT-5:00,Caribbean & Central America,CB
Salluit,N,QC,Canada,Salluit,airport,YZG,YSW,-75.666944,62.1791667,America/Montreal,GMT-5:00,Canada & Continental USA,US
Salisbury-Ocean City Wicomico Regional,N,MD,United States,Salisbury,airport,SBY,SBY,-75.510278,38.3405556,America/New_York,GMT-5:00,Canada & Continental USA,US
Salinas General Ulpiano Paez,N,,Ecuador,Salinas,airport,SNC,SNC,-80.990556,-2.2025,America/Guayaquil,GMT-5:00,Northern South America,SA
Salina Regional,N,KS,United States,Salina,airport,SLN,SLN,-97.652222,38.7908333,America/Chicago,GMT-6:00,Canada & Continental USA,US
Salekhard,N,,Russia,Salehard,airport,SLY,SLY,66.6111111,66.5908333,Asia/Yekaterinburg,GMT+6:00,Europe 2,EU
Salamanca,N,,Spain,Salamanca,airport,SLM,SLM,-5.5019444,40.9522222,Europe/Madrid,GMT+1:00,Europe 1,EU
Salalah,N,,Oman,Salalah,airport,SLL,SLL,54.0913889,17.0386111,Asia/Muscat,GMT+4:00,Middle East & North Africa,ME
Sal Island Amilcar Cabral International,N,,Cape Verde,Sal,airport,SID,SID,-22.949444,16.7413889,Atlantic/Cape_Verde,GMT-1:00,"East, West & South Africa",AF
Sakon Nakhon,N,,Thailand,Sakon Nakhon,airport,SNO,SNO,104.118611,17.1952778,Asia/Bangkok,GMT+7:00,Asia 1,AS
Sakkyryr,N,,Russia,Sakkyryr,airport,SUK,SUK,130.3925,67.7922222,Asia/Vladivostok,GMT+11:00,Europe 2,EU
Saipan Francisco C. Ada International,N,,Northern Mariana Islands,Saipan,airport,SPN,SPN,145.729444,15.1188889,Pacific/Saipan,GMT+10:00,Asia 2,AS
Sainte-Marie,N,,Madagascar,Ste Marie,airport,SMS,SMS,49.8158333,-17.093889,Indian/Antananarivo,GMT+3:00,"East, West & South Africa",AF
Saint John,N,NB,Canada,St John,airport,YSJ,YSJ,-65.882222,45.3205556,America/Halifax,GMT-4:00,Canada & Continental USA,US
Saint Cloud Municipal,N,MN,United States,St Cloud,airport,STC,STC,-94.06,45.5466667,America/Chicago,GMT-6:00,Canada & Continental USA,US
Saidpur,N,,Bangladesh,Saidpur,airport,SPD,SPD,88.9088889,25.7591667,Asia/Dhaka,GMT+6:00,Indian Subcontinent,IN
Saginaw Tri City,N,MI,United States,Saginaw,airport,MBS,MBS,-84.0825,43.5319444,America/New_York,GMT-5:00,Canada & Continental USA,US
Saga,N,,Japan,Saga,airport,HSG,HSG,130.302222,33.1497222,Asia/Tokyo,GMT+9:00,Asia 1,AS
Sacramento Stockton Metropolitan,N,CA,United States,Sacramento,airport,SCK,SAC,-121.23833,37.8941667,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Sacramento International,N,CA,United States,Sacramento,airport,SMF,SAC,-121.59083,38.6955556,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Sachs Harbour D.Nasogaluak Saaryuaq,N,NT,Canada,Sachs Harbour,airport,YSY,YSY,-125.2425,71.9938889,America/Edmonton,GMT-7:00,Canada & Continental USA,US
Sachigo Lake,N,ON,Canada,Sachigo Lake,airport,ZPB,ZPB,-92.195833,53.8908333,America/Rainy_River,GMT-6:00,Canada & Continental USA,US
Sabzevar,N,,Iran,Sabzevar,airport,AFZ,AFZ,57.5963889,36.1686111,Asia/Tehran,GMT+3:30,Middle East & North Africa,ME
Saba Juancho E. Yrausquin,N,,Bonaire,Saba,airport,SAB,SAB,-63.220556,17.6455556,America/Curacao,GMT-4:00,Caribbean & Central America,CB
Saarbruecken Zweibruecken,N,,Germany,Saarbrucken,airport,ZQW,SCN,7.40055556,49.2094444,Europe/Berlin,GMT+1:00,Europe 1,EU
Saarbruecken Airport,N,,Germany,Saarbrucken,airport,SCN,SCN,7.11055556,49.2147222,Europe/Berlin,GMT+1:00,Europe 1,EU
Rzeszow Jasionka,N,,Poland,Rzeszow,airport,RZE,RZE,22.0188889,50.11,Europe/Warsaw,GMT+1:00,Europe 1,EU
Rutland,N,VT,United States,Rutland,airport,RUT,RUT,-72.949722,43.5294444,America/New_York,GMT-5:00,Canada & Continental USA,US
Russian Mission,N,AK,United States,Russian Mission,airport,RSH,RSH,-161.31972,61.7783333,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Rurutu,N,,French Polynesia,Rurutu,airport,RUR,RUR,-151.36056,-22.434167,Pacific/Tahiti,GMT-10:00,Australia New Zealand & South Pacific,AU
Rurrenabaque,N,,Bolivia,Rurrenabaque,airport,RBQ,RBQ,-67.498889,-14.426667,America/La_Paz,GMT-4:00,Southern South America,SA
Rupsi,N,,India,Rupsi,airport,RUP,RUP,89.9066667,26.1411111,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Rundu,N,,Namibia,Rundu,airport,NDU,NDU,19.7227778,-17.956111,Africa/Windhoek,GMT+1:00,"East, West & South Africa",AF
Rum Cay Port Nelson,N,,Bahamas,Rum Cay,airport,RCY,RCY,-74845,23.6516667,America/Nassau,GMT-5:00,Caribbean & Central America,CB
Ruby,N,AK,United States,Ruby,airport,RBY,RBY,-155.47,64.7272222,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Roxas,N,,Philippines,Roxas,airport,RXS,RXS,122.750556,11.6011111,Asia/Manila,GMT+8:00,Asia 2,AS
Rovaniemi,N,,Finland,Rovaniemi,airport,RVN,RVN,25.8302778,66.5647222,Europe/Helsinki,GMT+2:00,Europe 2,EU
Rouyn-Noranda,N,QC,Canada,Rouyn,airport,YUY,YUY,-78.835556,48.2061111,America/Montreal,GMT-5:00,Canada & Continental USA,US
Rotuma Island,N,,Fiji,Rotuma Island,airport,RTA,RTA,177.071667,-12.482778,Pacific/Fiji,GMT+12:00,Australia New Zealand & South Pacific,AU
Rotterdam,N,,Netherlands,Rotterdam,airport,RTM,RTM,4.43083333,51.9530556,Europe/Amsterdam,GMT+1:00,Europe 1,EU
Rotorua International,N,,New Zealand,Rotorua,airport,ROT,ROT,176.316389,-38.106944,Pacific/Auckland,GMT+12:00,Australia New Zealand & South Pacific,AU
